title,company,ratings,reviews,experience,salary,location,days_posted,tags,job_simp,post,salary_mentioned,reviews_int,min_experience,max_experience,avg_experience,days_posted_int,bangalore,delhi,kolkata,mumbai,remote,gurgaon,hyderabad,noida,pune,python,sql,deep_learning,big_data,r,nlp,sas,git,tensorflow,pytorch,tableau,power_bi,apache,c++
Data Engineer & Data Scientist,Fusion Plus Solutions Inc,2.4,5 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago, data science science machine learning data engineering budgeting deep learning collections devops,data scientist,na,0,5,2,6,4.0,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Codvo.ai,4.6,25 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,14 Days Ago, REST APIs keras statistics api pytorch data engineering tensorflow r,data scientist,na,0,25,3,6,4.5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Data Scientist || Hyderabad || WFO,Pranathi Software Services Pvt Ltd,3.7,3 Reviews,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad(Begumpet),12 Days Ago, nlp machine learning Deep Learning computer data computer vision machine natural language processing,data scientist,na,0,3,2,4,3.0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
UI Developer (React),Arroyo It Solutions,1.9,5 Reviews,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,10 Days Ago, react.js Typescript Swagger Bootstrap Node.Js ui html ui development,na,na,0,5,4,6,5.0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,T Systems,4.1,437 Reviews,3-8 Yrs,Not disclosed,Pune,25 Days Ago, pyspark Machine Learning python deep learning machine data,data scientist,na,0,437,3,8,5.5,25,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist.SCM,MTL,4.5,8 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, python management logistics machine learning supply renewable energy scm power management,data scientist,senior,0,8,3,8,5.5,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Entytle India,4.6,5 Reviews,2-7 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, Data Science SQL python science machine learning ml algorithms machine statistics,data scientist,na,0,5,2,7,4.5,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Battery Data Scientist,Ecozen Solutions,4.1,24 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, sql machine learning engineering electrical engineering python data electricals simulation,data scientist,na,0,24,3,8,5.5,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Wolters Kluwer,4.0,237 Reviews,5-9 Yrs,Not disclosed,"Kalyani, Pune",30+ Days Ago, sql shell scripting machine learning python data coding machine financial services,data scientist,senior,0,237,5,9,7.0,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Wolters Kluwer,4.0,237 Reviews,3-5 Yrs,Not disclosed,"Kalyani, Pune",30+ Days Ago, sql issue data science excel legal financial services quality,data scientist,na,0,237,3,5,4.0,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Professional,Extentia ,3.8,76 Reviews,4-9 Yrs,Not disclosed,Pune,30+ Days Ago, data programming deep learning data science machine sql analysis program,na,na,0,76,4,9,6.5,30,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Miniorange,3.6,48 Reviews,3-15 Yrs,Not disclosed,Pune,30+ Days Ago, analysis sql machine learning programming operations statistical programming python data,data scientist,na,0,48,3,15,9.0,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Lentra,3.2,51 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, analysis machine learning machine data mining risk analysis recognition pattern recognition predictive,data scientist,na,0,51,3,8,5.5,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science,Mindstix Software Labs,4.2,38 Reviews,5-10 Yrs,Not disclosed,Pune,30+ Days Ago, sql machine learning san data google analytics microstrategy science machine,na,na,0,38,5,10,7.5,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientists,Deeptek,4.2,7 Reviews,3-7 Yrs,Not disclosed,Pune,30+ Days Ago, neural networks machine learning python machine imaging medical imaging programming networking,data scientist,na,0,7,3,7,5.0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Redbixbite,5.0,2 Reviews,3-5 Yrs,Not disclosed,Pune,30+ Days Ago, programming python training data science science languages machine learning natural language processing,data scientist,na,0,2,3,5,4.0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sr. Data Scientist,Accord Consultants,2.6,4 Reviews,8-13 Yrs,Not disclosed,Temp. WFH - Pune,26 Days Ago, Data Science intelligence artificial intelligence machine analytics data sr machine learning,data scientist,senior,0,4,8,13,10.5,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Datascience Engineer,Quess It Staffing,3.6,55 Reviews,4-8 Yrs,Not disclosed,Pune,30+ Days Ago, analysis time series machine learning forecasting python data science machine,na,na,0,55,4,8,6.0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Accord Consultants,2.6,4 Reviews,8-13 Yrs,Not disclosed,Pune,30+ Days Ago, analysis computer machine learning forecasting python data science data mining,data scientist,na,0,4,8,13,10.5,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science- Data Scientist/Sr. Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,5-8 Yrs,Not disclosed,Pune,30+ Days Ago, python data science warehouse science technology architecture intelligence information technology,data scientist,senior,0,20,5,8,6.5,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ML Engineer - NLP,Avoma,5.0,2 Reviews,2-5 Yrs,Not disclosed,Pune,30+ Days Ago, neural networks machine learning natural language processing python usage debugging machine networking,mle,na,0,2,2,5,3.5,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,Lentra Ai,3.2,51 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, analysis machine learning machine data mining risk analysis recognition pattern recognition computer science,data scientist,na,0,51,3,8,5.5,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Tridiagonal Solutions,3.8,21 Reviews,1-6 Yrs,Not disclosed,Pune,30+ Days Ago, sql management machine learning python data troubleshooting data mining machine,data scientist,na,0,21,1,6,3.5,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Persolkelly India,4.0,44 Reviews,3-7 Yrs,Not disclosed,Pune,30+ Days Ago, management machine learning python packaging science data deployment machine,data scientist,na,0,44,3,7,5.0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Everquote,5.0,2 Reviews,5-9 Yrs,Not disclosed,Permanent Remote,14 Days Ago, senior genetics agile sql packaging data data science intelligence,data scientist,senior,0,2,5,9,7.0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Acxiom Technologies,4.5,20 Reviews,3-5 Yrs,Not disclosed,Permanent Remote,10 Days Ago, analytical sql analysis computer science computer analytics data quality gcp,data scientist,senior,0,20,3,5,4.0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ML Engineer,Paramount Health Services & Insurance TPA (PHS),3.0,63 Reviews,1-4 Yrs,Not disclosed,Thane,12 Days Ago, training analytical collections ml aws analytics data hardware,mle,na,0,63,1,4,2.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head - Data Science,xerago,3.9,11 Reviews,8-12 Yrs,Not disclosed,Chennai,12 Days Ago, machine heading logistic regression sql computer science data science processing,na,na,0,11,8,12,10.0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Artificial Intelligence/Machine Learning,Okda Solutions,4.1,7 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,17 Days Ago, Artificial Intelligence lstm nosql oracle tableau sql serv rdbms,data scientist,na,0,7,4,8,6.0,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),4.3,53 Reviews,2-4 Yrs,10-18 Lacs PA,Hyderabad/Secunderabad,18 Days Ago, python data science SQL deep learning data machine learning science machine,data scientist,na,1,53,2,4,3.0,18,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,"Epiq Systems, Inc.",4.0,102 Reviews,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,27 Days Ago, automation sql source senior analytical analysis analytics process automation,data scientist,senior,0,102,5,7,6.0,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),4.3,53 Reviews,2-4 Yrs,10-18 Lacs PA,Hyderabad/Secunderabad,30+ Days Ago, python data science SQL science machine learning deep learning machine data,data scientist,na,1,53,2,4,3.0,30,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Data scientists,Amnet Digital,3.8,7 Reviews,8-13 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ machine learning research operations research operations python data,data scientist,na,0,7,8,13,10.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Senior Data Scientist,Onpassive,4.0,134 Reviews,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management neural networks machine learning python data test cases troubleshooting machine,data scientist,senior,0,134,5,9,7.0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science,Varite,3.8,89 Reviews,6-11 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, data science data science,na,na,0,89,6,11,8.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Scientist - Machine Learning,Mouri Tech,4.0,298 Reviews,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis sr computer machine learning research forecasting operations research operations,data scientist,senior,0,298,6,8,7.0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Metlife,4.4,1109 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis management linear regression logistic regression data bfsi science spss,data scientist,na,0,1109,2,5,3.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Statistician Big data,Seven Consultancy (HR Solution),4.2,2 Reviews,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, machine learning bi python administration machine recruitment deep learning api testing,na,senior,0,2,5,10,7.5,30,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Technovert,3.8,36 Reviews,1-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis sql machine learning python data simulation predictive machine,data scientist,senior,0,36,1,6,3.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Wavelabs Technologies,3.6,47 Reviews,4-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql computer medical imaging extraction forecasting life sciences machine learning python,data scientist,na,0,47,4,5,4.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ perl computer data science sas data mining,data scientist,na,0,2,2,4,3.0,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,8-13 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ perl machine learning python data sas artificial intelligence,data scientist,na,0,2,8,13,10.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Data Science Manager,Seven Consultancy (HR Solution),4.2,2 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ management machine learning computer python data science,manager,na,0,2,5,8,6.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist - ML,Jigya Software Services,5.0,5 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management machine learning python data deployment usage machine deep learning,data scientist,na,0,5,3,5,4.0,30,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Wavelabs Technologies,3.6,47 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql computer medical imaging extraction forecasting life sciences machine learning python,data scientist,na,0,47,3,8,5.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Vistan Nextgen,3.3,7 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, pdf sql machine learning source python data machine printing,data scientist,na,0,7,2,7,4.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data scientist,Codetru Software Solutions,4.2,4 Reviews,3-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, google analytics telematics data mining logistics linear regression analytics google gcp,data scientist,na,0,4,3,7,5.0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Applied Research Scientist,ServiceNow,4.2,149 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sr computer machine learning research natural language processing licensing python machine,na,senior,0,149,4,8,6.0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist,Metlife,4.4,1109 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management machine learning python data claims simulation coding machine,data scientist,senior,0,1109,5,8,6.5,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Skillety,2.8,4 Reviews,10-12 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis machine microsoft intelligence bi artificial intelligence data science,data scientist,senior,0,4,10,12,11.0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis machine learning programming bi data science quantitative analysis machine,data scientist,senior,0,4,12,15,13.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Skillety,2.8,4 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql machine learning subject operations python data usage data mining,data scientist,na,0,4,3,6,4.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ML Expert,Wavelabs Technologies,3.6,47 Reviews,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp medical imaging machine learning life sciences python data science,mle,na,0,47,5,7,6.0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jr. Data Scientist / ML Engineer,Appstek Information Services,4.6,13 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, pdf data mining machine analytics oracle sql data science,data scientist,junior,0,13,2,7,4.5,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Veniso Solutions,4.1,2 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis hadoop machine learning research operations research operations data science,data scientist,na,0,2,2,7,4.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ml Expert,Wavelabs Technologies,3.6,47 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp medical imaging machine learning life sciences python data science,mle,na,0,47,3,8,5.5,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr.ML Expert,Wavelabs Technologies,3.6,47 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp clinical data machine learning python data claims healthcare,mle,senior,0,47,3,8,5.5,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr.ML Expert,Wavelabs Technologies,3.6,47 Reviews,4-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp clinical data machine learning python data claims healthcare,mle,senior,0,47,4,5,4.5,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Practice Lead - Data Scientist,Saxon Ai,2.2,4 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, open source design open analytics oracle sql data structures informatica,data scientist,senior,0,4,3,8,5.5,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Shell,4.4,1329 Reviews,3-5 Yrs,Not disclosed,Chennai,25 Days Ago, Data Scientist r design data r and d R&D Designing,data scientist,na,0,1329,3,5,4.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,Mitratech India,4.1,51 Reviews,5-10 Yrs,Not disclosed,remote,30+ Days Ago, data processing programming data data science machine collections analysis data mining,data scientist,na,0,51,5,10,7.5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Neuron7,3.8,9 Reviews,2-5 Yrs,Not disclosed,remote,30+ Days Ago, shell scripting computer machine learning data analytics transformers text analytics mathematics python,data scientist,na,0,9,2,5,3.5,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Enqos,3.9,12 Reviews,3-6 Yrs,Not disclosed,Chennai,30+ Days Ago, neural networks machine learning data operating systems science machine aws logistics,data scientist,na,0,12,3,6,4.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - Machine Learning,Technomile,4.4,6 Reviews,3-5 Yrs,Not disclosed,Nagpur,30+ Days Ago, python machine learning analysis software software engineering linux anova sql,mle,na,0,6,3,5,4.0,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-4 Yrs,Not disclosed,Chennai,30+ Days Ago, data consultancy artificial intelligence consulting senior intelligence analytics,data scientist,senior,0,2,3,4,3.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Resulticks,3.4,14 Reviews,5-10 Yrs,Not disclosed,Chennai,30+ Days Ago, analysis sql perl machine learning forecasting python data prototype,data scientist,na,0,14,5,10,7.5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, infrastructure apache management data analytics programming machine learning oops python,data scientist,na,0,2,3,8,5.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Science Manager,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, infrastructure apache management programming machine learning oops python data,manager,na,0,2,3,8,5.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Chennai,30+ Days Ago, c data intelligence artificial intelligence analytics,data scientist,na,0,2,4,9,6.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search Specialist Data Scientist,Purplle.com,3.8,117 Reviews,3-6 Yrs,Not disclosed,remote,30+ Days Ago, machine learning forecasting query data customer segmentation deployment machine statistical modeling,data scientist,na,0,117,3,6,4.5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search Engine Data Scientist,Purplle.com,3.8,117 Reviews,2-6 Yrs,Not disclosed,remote,30+ Days Ago, analysis sql machine learning natural language processing search engine bi python oracle,data scientist,na,0,117,2,6,4.0,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Principal ML Ops Engineer,Skillety,2.8,4 Reviews,5-9 Yrs,Not disclosed,Remote,30+ Days Ago, analysis sql machine learning python machine data mining ml data analysis,mle,senior,0,4,5,9,7.0,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Buckman,2.5,3 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, sql computer machine learning water python data science data mining,data scientist,na,0,3,3,8,5.5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Mapup,4.6,8 Reviews,1-10 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, analysis sql algorithms machine learning python data coding prototype,data scientist,na,0,8,1,10,5.5,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Techversant,3.8,21 Reviews,6-11 Yrs,Not disclosed,"Kochi/Cochin, Chennai, Trivandrum/Thiruvananthapuram",30+ Days Ago, IT Skills Python Testing Data Science Machine Learning Cloud Big Data NoSQL,data scientist,na,0,21,6,11,8.5,30,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,Pocket Fm,3.7,51 Reviews,3-4 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, modeling python data science science advocacy statistical modeling analytics sql,data scientist,na,0,51,3,4,3.5,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineers - ADC,Emerson,4.0,155 Reviews,1-4 Yrs,Not disclosed,Chandigarh,30+ Days Ago, sql erp data data security business solutions continuous improvement data engineering automation,data engineer,na,0,155,1,4,2.5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Python,Rarr Technologies,3.9,2 Reviews,12-17 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, python data science data mining statistics c data focus deployment,data scientist,na,0,2,12,17,14.5,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Manager,Contrado,3.3,11 Reviews,6-11 Yrs,Not disclosed,Ahmedabad,30+ Days Ago, sql gcp management research operations research operations python data,manager,na,0,11,6,11,8.5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,LSA Recruit Limited,4.3,3 Reviews,5-9 Yrs,Not disclosed,remote,30+ Days Ago, analysis sql machine learning unit cloud computing python machine cloud,data scientist,senior,0,3,5,9,7.0,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Manager - Data Science, Pan India",The Smart Cube,4.0,110 Reviews,10-20 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, machine learning python machine open source team operations data domain pan,manager,senior,0,110,10,20,15.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,IBS Software Services,3.9,397 Reviews,8-10 Yrs,Not disclosed,Kochi/Cochin,30+ Days Ago, sql machine learning cloud computing communication skills python data science machine,data scientist,senior,0,397,8,10,9.0,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,TechAffinity,4.0,25 Reviews,4-6 Yrs,Not disclosed,Chennai,30+ Days Ago, analysis machine learning communication skills customer analytics python data data integrity coding,data scientist,na,0,25,4,6,5.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Skillety,2.8,4 Reviews,15-20 Yrs,Not disclosed,Remote,30+ Days Ago, analysis machine learning programming bi data science quantitative analysis machine,data scientist,senior,0,4,15,20,17.5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,IBS Software Services,3.9,397 Reviews,3-5 Yrs,Not disclosed,remote,30+ Days Ago, sql computer tools machine learning python data science business analysis,data scientist,na,0,397,3,5,4.0,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning (AI) Architect,Shree Infosoft,4.2,22 Reviews,3-7 Yrs,Not disclosed,remote,30+ Days Ago, analysis time series machine learning neural networks python data healthcare troubleshooting,mle,na,0,22,3,7,5.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science,Quess It Staffing,3.6,55 Reviews,2-5 Yrs,Not disclosed,Chennai,30+ Days Ago, sql machine learning programming statistical programming python data science data mining,na,na,0,55,2,5,3.5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AI Experts,Indika Ai,4.5,16 Reviews,1-3 Yrs,Not disclosed,remote,30+ Days Ago, computer management machine learning natural language processing data science healthcare artificial intelligence,na,na,0,16,1,3,2.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,IDP,4.0,271 Reviews,1-2 Yrs,Not disclosed,Chennai,30+ Days Ago, sql crm python data science continuous improvement coding advanced analytics,data scientist,na,0,271,1,2,1.5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Findability Sciences,4.4,11 Reviews,4-9 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, machine analytics forecasting processing data languages natural language processing senior,data scientist,senior,0,11,4,9,6.5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist / Senior Data Scientist,Grazitti Interactive,4.1,77 Reviews,3-8 Yrs,Not disclosed,Mohali,30+ Days Ago, python media marketing adobe marketing automation automation machine computer science,data scientist,senior,0,77,3,8,5.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
